collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,original.genus_reso,original.genus_name,collection.reference_no,10_my_bin
70275,PaleoDB,"A. Miller",,Dechenella,,,23579,"Devonian 3"
70277,PaleoDB,"A. Miller",,Dechenella,,,23579,"Devonian 3"
70281,PaleoDB,"A. Miller",,Dechenella,,,23579,"Devonian 3"
70293,PaleoDB,"A. Miller",,Dechenella,,,23579,"Devonian 3"
70367,PaleoDB,"A. Miller",,Scutellum,,,23564,"Devonian 3"
70372,PaleoDB,"A. Miller",,Scutellum,,,23564,"Devonian 3"
70428,PaleoDB,"A. Miller",,Scutellum,,,23564,"Devonian 3"
70429,PaleoDB,"A. Miller",,Scutellum,,,23564,"Devonian 3"
70433,PaleoDB,"A. Miller",,Scutellum,,,23564,"Devonian 3"
70433,PaleoDB,"A. Miller",,Dechenella,,,23564,"Devonian 3"
70434,PaleoDB,"A. Miller",,Scutellum,,,23564,"Devonian 3"
70435,PaleoDB,"A. Miller",,Scutellum,,,23564,"Devonian 3"
70675,PaleoDB,"P. Wagner",,Viaphacops,,,23713,"Devonian 3"
70676,PaleoDB,"P. Wagner",,Rhenops,,,23713,"Devonian 3"
70677,PaleoDB,"P. Wagner",,Rhenops,,,23713,"Devonian 3"
70678,PaleoDB,"P. Wagner",,Greenops,,,23713,"Devonian 3"
74984,PaleoDB,"P. Novack-Gottshall",,Eldredgeops,,Phacops,25298,"Devonian 3"
74984,PaleoDB,"P. Novack-Gottshall",,Greenops,,,25298,"Devonian 3"
74985,PaleoDB,"P. Novack-Gottshall",,Eldredgeops,,Phacops,25298,"Devonian 3"
74985,PaleoDB,"P. Novack-Gottshall",,Greenops,,,25298,"Devonian 3"
74994,PaleoDB,"P. Novack-Gottshall",,Eldredgeops,,Phacops,25298,"Devonian 3"
74994,PaleoDB,"P. Novack-Gottshall",,Greenops,,,25298,"Devonian 3"
74995,PaleoDB,"P. Novack-Gottshall",,Eldredgeops,,Phacops,25298,"Devonian 3"
74998,PaleoDB,"P. Novack-Gottshall","""",Proetus,,,25302,"Devonian 3"
75137,PaleoDB,"L. Ivany",,Eldredgeops,,Phacops,25366,"Devonian 3"
75137,PaleoDB,"L. Ivany",,Greenops,,,25366,"Devonian 3"
75223,PaleoDB,"L. Ivany",,Eldredgeops,,Phacops,25392,"Devonian 3"
75584,PaleoDB,"P. Novack-Gottshall",,Proetus,,,25522,"Devonian 3"
75584,PaleoDB,"P. Novack-Gottshall",,Dechenella,,,25522,"Devonian 3"
75584,PaleoDB,"P. Novack-Gottshall",,Pedinopariops,,,25522,"Devonian 3"
75585,PaleoDB,"P. Novack-Gottshall",,Pedinopariops,,,25522,"Devonian 3"
75587,PaleoDB,"P. Novack-Gottshall",,Phacops,,,25522,"Devonian 3"
75587,PaleoDB,"P. Novack-Gottshall",,Asteropyge,,,25522,"Devonian 3"
76104,PaleoDB,"L. Ivany",,Tropidocoryphe,,,25802,"Devonian 3"
76163,PaleoDB,"L. Ivany",,Phacops,,,25816,"Devonian 3"
76163,PaleoDB,"L. Ivany",,Anchiopsis,,,25816,"Devonian 3"
76194,PaleoDB,"L. Ivany",,Eldredgeops,,Phacops,25832,"Devonian 3"
76554,PaleoDB,"P. Novack-Gottshall",,Eldredgeops,,Phacops,25890,"Devonian 3"
76557,PaleoDB,"P. Novack-Gottshall",,Eldredgeops,,Phacops,25890,"Devonian 3"
76564,PaleoDB,"P. Novack-Gottshall",,Eldredgeops,,Phacops,25890,"Devonian 3"
76565,PaleoDB,"P. Novack-Gottshall",,Eldredgeops,,Phacops,25890,"Devonian 3"
76641,PaleoDB,"P. Novack-Gottshall",,Phacops,,,25917,"Devonian 3"
76641,PaleoDB,"P. Novack-Gottshall",,Crassiproetus,,,25917,"Devonian 3"
76641,PaleoDB,"P. Novack-Gottshall",,Greenops,,,25917,"Devonian 3"
76642,PaleoDB,"P. Novack-Gottshall",,Crassiproetus,,,25917,"Devonian 3"
76642,PaleoDB,"P. Novack-Gottshall",,Crassiproetus,,,25917,"Devonian 3"
76642,PaleoDB,"P. Novack-Gottshall",,Greenops,,,25917,"Devonian 3"
76642,PaleoDB,"P. Novack-Gottshall",,Phacops,,,25917,"Devonian 3"
76992,PaleoDB,"W. Kiessling",,Anchiopella,,,26047,"Devonian 3"
77056,PaleoDB,"P. Novack-Gottshall",,Phacops,,,26083,"Devonian 3"
77078,PaleoDB,"P. Novack-Gottshall",,Odontocephalus,,,26083,"Devonian 3"
77078,PaleoDB,"P. Novack-Gottshall",,Phacops,,,26083,"Devonian 3"
77078,PaleoDB,"P. Novack-Gottshall",cf.,Dechenella,,,26083,"Devonian 3"
77080,PaleoDB,"P. Novack-Gottshall",,Odontocephalus,,,26083,"Devonian 3"
77080,PaleoDB,"P. Novack-Gottshall",,Phacops,,,26083,"Devonian 3"
77958,PaleoDB,"W. Kiessling",?,Trimerus,,,26311,"Devonian 4"
79496,PaleoDB,"W. Kiessling",,Phacops,,,26693,"Devonian 3"
79555,PaleoDB,"W. Kiessling",,Phacops,,,26693,"Devonian 3"
79716,PaleoDB,"W. Kiessling",,Phacops,,,26777,"Devonian 3"
82658,PaleoDB,"W. Kiessling",,Scutellum,,,27802,"Devonian 4"
82739,PaleoDB,"W. Kiessling",,Scutellum,,,27802,"Devonian 3"
82907,PaleoDB,"W. Kiessling",,Scutellum,,,23706,"Devonian 4"
83034,PaleoDB,"W. Kiessling",,Scutellum,,,27802,"Devonian 3"
83035,PaleoDB,"W. Kiessling",?,Cyrtodechenella,,,27802,"Devonian 3"
83120,PaleoDB,"L. Ivany",,Proetus,,,25968,"Devonian 3"
83918,PaleoDB,"W. Kiessling",,Otarion,,,28111,"Devonian 4"
83918,PaleoDB,"W. Kiessling",,Crotalocephalus,,,28111,"Devonian 4"
83918,PaleoDB,"W. Kiessling",,Microscutellum,,,28111,"Devonian 4"
83918,PaleoDB,"W. Kiessling",,Scutellum,,,28111,"Devonian 4"
83918,PaleoDB,"W. Kiessling",,Scutellum,,,28111,"Devonian 4"
84378,PaleoDB,"W. Kiessling",,Scutellum,,,28108,"Devonian 4"
84383,PaleoDB,"W. Kiessling",,Scutellum,,,28277,"Devonian 4"
84383,PaleoDB,"W. Kiessling",,Proetus,,,28277,"Devonian 4"
86241,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,28312,"Devonian 3"
86242,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,28312,"Devonian 3"
86268,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,28312,"Devonian 3"
86643,PaleoDB,"A. Miller",,Bellacartwrightia,,,29162,"Devonian 3"
89648,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30064,"Devonian 3"
89651,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30064,"Devonian 3"
89653,PaleoDB,"A. Miller",,Bellacartwrightia,,,30064,"Devonian 3"
89657,PaleoDB,"A. Miller",,Greenops,,,30064,"Devonian 3"
89657,PaleoDB,"A. Miller",,Dipleura,,,30064,"Devonian 3"
89658,PaleoDB,"A. Miller",,Dipleura,,,30064,"Devonian 3"
89660,PaleoDB,"A. Miller",,Greenops,,,30064,"Devonian 3"
89660,PaleoDB,"A. Miller",,Dipleura,,,30064,"Devonian 3"
89661,PaleoDB,"A. Miller",,Dipleura,,,30064,"Devonian 3"
89661,PaleoDB,"A. Miller",,Basidechenella,,,30064,"Devonian 3"
89662,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30064,"Devonian 3"
89663,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30064,"Devonian 3"
89663,PaleoDB,"A. Miller",,Monodechenella,,,30064,"Devonian 3"
89664,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30064,"Devonian 3"
89664,PaleoDB,"A. Miller",,Greenops,,,30064,"Devonian 3"
89665,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30064,"Devonian 3"
89665,PaleoDB,"A. Miller",,Greenops,,,30064,"Devonian 3"
89665,PaleoDB,"A. Miller",,Basidechenella,,,30064,"Devonian 3"
89666,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30064,"Devonian 3"
89666,PaleoDB,"A. Miller",,Basidechenella,,,30064,"Devonian 3"
89667,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30064,"Devonian 3"
89667,PaleoDB,"A. Miller",,Monodechenella,,,30064,"Devonian 3"
89667,PaleoDB,"A. Miller",,Greenops,,,30064,"Devonian 3"
89667,PaleoDB,"A. Miller",,Bellacartwrightia,,,30064,"Devonian 3"
89667,PaleoDB,"A. Miller",,Basidechenella,,,30064,"Devonian 3"
89668,PaleoDB,"A. Miller",,Greenops,,,30064,"Devonian 3"
89668,PaleoDB,"A. Miller",,Dipleura,,,30064,"Devonian 3"
89669,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30064,"Devonian 3"
89669,PaleoDB,"A. Miller",,Monodechenella,,,30064,"Devonian 3"
89669,PaleoDB,"A. Miller",,Greenops,,,30064,"Devonian 3"
89669,PaleoDB,"A. Miller",,Bellacartwrightia,,,30064,"Devonian 3"
89669,PaleoDB,"A. Miller",,Basidechenella,,,30064,"Devonian 3"
89670,PaleoDB,"A. Miller",,Basidechenella,,,30064,"Devonian 3"
89670,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30064,"Devonian 3"
89670,PaleoDB,"A. Miller",,Monodechenella,,,30064,"Devonian 3"
89670,PaleoDB,"A. Miller",,Greenops,,,30064,"Devonian 3"
89671,PaleoDB,"A. Miller",,Basidechenella,,,30064,"Devonian 3"
89671,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30064,"Devonian 3"
89671,PaleoDB,"A. Miller",,Monodechenella,,,30064,"Devonian 3"
89671,PaleoDB,"A. Miller",,Greenops,,,30064,"Devonian 3"
89671,PaleoDB,"A. Miller",,Bellacartwrightia,,,30064,"Devonian 3"
89672,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30064,"Devonian 3"
89673,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30064,"Devonian 3"
89673,PaleoDB,"A. Miller",,Monodechenella,,,30064,"Devonian 3"
89673,PaleoDB,"A. Miller",,Bellacartwrightia,,,30064,"Devonian 3"
89674,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30064,"Devonian 3"
89674,PaleoDB,"A. Miller",,Basidechenella,,,30064,"Devonian 3"
89680,PaleoDB,"A. Miller",,Bellacartwrightia,,,30067,"Devonian 3"
89680,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30067,"Devonian 3"
89683,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89684,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89687,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89689,PaleoDB,"A. Miller",,Bellacartwrightia,,,30067,"Devonian 3"
89690,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89691,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30067,"Devonian 3"
89698,PaleoDB,"A. Miller",,Bellacartwrightia,,,30067,"Devonian 3"
89698,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89699,PaleoDB,"A. Miller",,Dipleura,,,30067,"Devonian 3"
89707,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89715,PaleoDB,"A. Miller",,Bellacartwrightia,,,30067,"Devonian 3"
89715,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89732,PaleoDB,"A. Miller",,Bellacartwrightia,,,30067,"Devonian 3"
89732,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89734,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89735,PaleoDB,"A. Miller",,Bellacartwrightia,,,30067,"Devonian 3"
89739,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30067,"Devonian 3"
89741,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30067,"Devonian 3"
89741,PaleoDB,"A. Miller",,Dipleura,,,30067,"Devonian 3"
89747,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30067,"Devonian 3"
89750,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30067,"Devonian 3"
89750,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89751,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89752,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89753,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89754,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89755,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30067,"Devonian 3"
89756,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30067,"Devonian 3"
89758,PaleoDB,"A. Miller",,Bellacartwrightia,,,30067,"Devonian 3"
89765,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89766,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89775,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30067,"Devonian 3"
89777,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89778,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89778,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30067,"Devonian 3"
89779,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89804,PaleoDB,"A. Miller",,Bellacartwrightia,,,30067,"Devonian 3"
89805,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89812,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89822,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30067,"Devonian 3"
89826,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89827,PaleoDB,"A. Miller",,Greenops,,,30067,"Devonian 3"
89876,PaleoDB,"A. Miller",,Dipleura,,,30118,"Devonian 3"
89876,PaleoDB,"A. Miller",,Greenops,,,30118,"Devonian 3"
89876,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30118,"Devonian 3"
89877,PaleoDB,"A. Miller",,Greenops,,,30118,"Devonian 3"
89877,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30118,"Devonian 3"
89878,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30118,"Devonian 3"
89879,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30118,"Devonian 3"
89880,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30118,"Devonian 3"
89882,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30118,"Devonian 3"
89883,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30118,"Devonian 3"
89884,PaleoDB,"A. Miller",,Greenops,,,30118,"Devonian 3"
89885,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30118,"Devonian 3"
89886,PaleoDB,"A. Miller",,Dipleura,,,30118,"Devonian 3"
89886,PaleoDB,"A. Miller",,Greenops,,,30118,"Devonian 3"
89886,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30118,"Devonian 3"
89896,PaleoDB,"A. Miller",,Greenops,,,30118,"Devonian 3"
89896,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30118,"Devonian 3"
89904,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30118,"Devonian 3"
89910,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30118,"Devonian 3"
89923,PaleoDB,"A. Miller",,Greenops,,,30118,"Devonian 3"
89931,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30118,"Devonian 3"
89940,PaleoDB,"A. Miller",,Dipleura,,,30118,"Devonian 3"
89962,PaleoDB,"A. Miller",,Greenops,,,30119,"Devonian 3"
90841,PaleoDB,"A. Miller",,Greenops,,,28312,"Devonian 3"
90843,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,28312,"Devonian 3"
90844,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,28312,"Devonian 3"
90846,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,28312,"Devonian 3"
90848,PaleoDB,"A. Miller",,Greenops,,,28312,"Devonian 3"
90850,PaleoDB,"A. Miller",,Greenops,,,28312,"Devonian 3"
90850,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,28312,"Devonian 3"
91091,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91215,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91215,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91216,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91217,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91225,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91225,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91225,PaleoDB,"B. Deline",,Dipleura,,,30540,"Devonian 3"
91226,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91226,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91227,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91227,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91228,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91228,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91229,PaleoDB,"B. Deline",,Bellacartwrightia,,,30540,"Devonian 3"
91229,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91229,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91232,PaleoDB,"B. Deline",,Bellacartwrightia,,,30540,"Devonian 3"
91232,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91232,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91232,PaleoDB,"B. Deline",,Dipleura,,,30540,"Devonian 3"
91233,PaleoDB,"B. Deline",,Bellacartwrightia,,,30540,"Devonian 3"
91233,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91233,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91234,PaleoDB,"B. Deline",,Dipleura,,,30540,"Devonian 3"
91235,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91235,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91235,PaleoDB,"B. Deline",,Dipleura,,,30540,"Devonian 3"
91236,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91237,PaleoDB,"B. Deline",,Bellacartwrightia,,,30540,"Devonian 3"
91237,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91237,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91238,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91238,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91238,PaleoDB,"B. Deline",,Monodechenella,,,30540,"Devonian 3"
91239,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91240,PaleoDB,"B. Deline",,Basidechenella,,,30540,"Devonian 3"
91240,PaleoDB,"B. Deline",,Bellacartwrightia,,,30540,"Devonian 3"
91240,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91240,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91240,PaleoDB,"B. Deline",,Monodechenella,,,30540,"Devonian 3"
91241,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91242,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91242,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91243,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91243,PaleoDB,"B. Deline",,Monodechenella,,,30540,"Devonian 3"
91244,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91245,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91245,PaleoDB,"B. Deline",,Monodechenella,,,30540,"Devonian 3"
91249,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91249,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91249,PaleoDB,"B. Deline",,Dipleura,,,30540,"Devonian 3"
91250,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91268,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91268,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91269,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91274,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91274,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91274,PaleoDB,"B. Deline",,Dipleura,,,30540,"Devonian 3"
91275,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91277,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91277,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91278,PaleoDB,"B. Deline",,Basidechenella,,,30540,"Devonian 3"
91278,PaleoDB,"B. Deline",,Bellacartwrightia,,,30540,"Devonian 3"
91278,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91278,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91279,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91279,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91280,PaleoDB,"B. Deline",cf.,Greenops,,,30540,"Devonian 3"
91280,PaleoDB,"B. Deline",cf.,Eldredgeops,cf.,Phacops,30540,"Devonian 3"
91280,PaleoDB,"B. Deline",,Monodechenella,,,30540,"Devonian 3"
96367,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,28312,"Devonian 3"
101679,PaleoDB,"W. Kiessling",,Scutellum,,Goldius,34490,"Devonian 3"
104031,PaleoDB,"P. Wagner",,Thysanopeltella,,,16075,"Devonian 3"
104031,PaleoDB,"P. Wagner",,Dechenella,,,16075,"Devonian 3"
106996,PaleoDB,"W. Kiessling",,Pennaia,,,35677,"Devonian 3"
111331,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30118,"Devonian 3"
111332,PaleoDB,"A. Miller",,Greenops,,,30118,"Devonian 3"
111343,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30118,"Devonian 3"
111469,PaleoDB,"A. Miller",,Greenops,,,30119,"Devonian 3"
111471,PaleoDB,"A. Miller",,Eldredgeops,,Phacops,30119,"Devonian 3"
111471,PaleoDB,"A. Miller",,Greenops,,,30119,"Devonian 3"
111901,PaleoDB,"A. Miller",,Proetus,,,36568,"Devonian 3"
111901,PaleoDB,"A. Miller",,Proetus,,,36568,"Devonian 3"
111901,PaleoDB,"A. Miller",,Cyphaspis,,,36568,"Devonian 3"
111903,PaleoDB,"A. Miller",,Proetus,,,36568,"Devonian 3"
111906,PaleoDB,"A. Miller",,Proetus,,,36568,"Devonian 3"
111906,PaleoDB,"A. Miller",,Dalmanites,,,36568,"Devonian 3"
111919,PaleoDB,"A. Miller",,Goldius,,Bronteus,36540,"Devonian 3"
111949,PaleoDB,"A. Miller",,Proetus,,,36540,"Devonian 3"
111954,PaleoDB,"A. Miller",,Proetus,,,36540,"Devonian 3"
127762,PaleoDB,"L. Villier",,Dechenella,,,32017,"Devonian 3"
142429,PaleoDB,"W. Kiessling",,Timsaloproetus,,,46242,"Devonian 3"
142431,PaleoDB,"W. Kiessling",,Timsaloproetus,,,46242,"Devonian 3"
142431,PaleoDB,"W. Kiessling",,Timsaloproetus,,,46242,"Devonian 3"
144265,PaleoDB,"W. Kiessling",,Nyterops,,,46644,"Devonian 3"
154838,,"P. Wagner",,Eldredgeops,,Phacops,16267,"Devonian 4"
